SECONDS,PID,VALUE,UNITS
0.0,Vehicle speed,69.59357353,mph
0.10800000000017462,Vehicle speed,69.59357353,mph
0.2080000000059954,Vehicle speed,70.21494472,mph
0.29800000000250293,Vehicle speed,70.21494472,mph
0.3880000000062864,Vehicle speed,69.59357353,mph
0.47800000000279397,Vehicle speed,69.59357353,mph
0.5680000000065775,Vehicle speed,70.21494472,mph
0.6570000000065193,Vehicle speed,70.21494472,mph
0.7479999999995925,Vehicle speed,69.59357353,mph
0.8389999999999418,Vehicle speed,69.59357353,mph
0.9270000000033178,Vehicle acceleration,-0.77351466,m/s²
0.9270000000033178,Vehicle speed,69.59357353,mph
1.018000000003667,Vehicle acceleration,-0.769177755,m/s²
1.018000000003667,Vehicle speed,69.59357353,mph
1.1090000000040163,Vehicle speed,69.59357353,mph
1.1980000000039581,Vehicle speed,69.59357353,mph
1.2890000000043074,Vehicle speed,69.59357353,mph
1.379000000000815,Vehicle speed,69.59357353,mph
1.4590000000025611,Vehicle speed,69.59357353,mph
1.559000000001106,Vehicle speed,69.59357353,mph
1.6480000000010477,Vehicle speed,69.59357353,mph
1.7380000000048312,Vehicle speed,69.59357353,mph
1.8290000000051805,Vehicle speed,69.59357353,mph
1.9180000000051223,Vehicle speed,69.59357353,mph
1.9990000000034343,Vehicle speed,69.59357353,mph
2.0910000000003492,Vehicle speed,69.59357353,mph
2.188000000001921,Vehicle acceleration,-0.774189009,m/s²
2.188000000001921,Vehicle speed,68.97220234,mph
2.2780000000057044,Vehicle acceleration,-0.771978061,m/s²
2.2780000000057044,Vehicle speed,68.97220234,mph
2.368000000002212,Vehicle speed,69.59357353,mph
2.4580000000059954,Vehicle speed,69.59357353,mph
2.548000000002503,Vehicle speed,68.97220234,mph
2.629000000000815,Vehicle speed,68.97220234,mph
2.7289999999993597,Vehicle acceleration,-0.770204236,m/s²
2.7289999999993597,Vehicle speed,68.97220234,mph
2.8170000000027358,Vehicle acceleration,-0.772493735,m/s²
2.8170000000027358,Vehicle speed,68.97220234,mph
2.9089999999996508,Vehicle speed,68.97220234,mph
2.989000000001397,Vehicle speed,68.97220234,mph
3.0869999999995343,Vehicle speed,68.97220234,mph
3.1790000000037253,Vehicle speed,68.97220234,mph
3.268000000003667,Vehicle speed,68.97220234,mph
3.357000000003609,Vehicle speed,68.97220234,mph
3.449000000000524,Vehicle speed,68.97220234,mph
3.5390000000043074,Vehicle speed,68.97220234,mph
3.618000000002212,Vehicle speed,68.97220234,mph
3.7190000000045984,Vehicle speed,68.97220234,mph
3.8070000000006985,Vehicle speed,68.97220234,mph
3.889000000002852,Vehicle speed,68.97220234,mph
3.9880000000048312,Vehicle speed,68.97220234,mph
4.077000000004773,Vehicle speed,68.97220234,mph
4.158999999999651,Vehicle speed,68.97220234,mph
4.25800000000163,Vehicle speed,68.97220234,mph
4.347000000001572,Vehicle speed,68.97220234,mph
4.429000000003725,Vehicle speed,68.97220234,mph
4.52900000000227,Vehicle speed,68.97220234,mph
4.618000000002212,Vehicle speed,68.97220234,mph
4.708000000005995,Vehicle speed,68.97220234,mph
4.798000000002503,Vehicle speed,68.97220234,mph
4.887000000002445,Vehicle speed,68.97220234,mph
4.978000000002794,Vehicle speed,68.97220234,mph
5.069000000003143,Vehicle speed,68.97220234,mph
5.157000000006519,Vehicle speed,68.97220234,mph
5.2479999999995925,Vehicle speed,68.97220234,mph
5.338999999999942,Vehicle speed,68.97220234,mph
5.427999999999884,Vehicle speed,68.97220234,mph
5.516999999999825,Vehicle speed,68.97220234,mph
5.609000000004016,Vehicle acceleration,0.76785758,m/s²
5.609000000004016,Vehicle speed,69.59357353,mph
5.698000000003958,Vehicle acceleration,0.773508414,m/s²
5.698000000003958,Vehicle speed,69.59357353,mph
5.788000000000466,Vehicle speed,68.97220234,mph
5.880000000004657,Vehicle speed,68.97220234,mph
5.968000000000757,Vehicle speed,69.59357353,mph
6.049000000006345,Vehicle speed,69.59357353,mph
6.149000000004889,Vehicle speed,68.97220234,mph
6.238000000004831,Vehicle speed,68.97220234,mph
6.319000000003143,Vehicle acceleration,-0.792072758,m/s²
6.319000000003143,Vehicle speed,68.97220234,mph
6.418000000005122,Vehicle speed,69.59357353,mph
6.50800000000163,Vehicle acceleration,0.772869224,m/s²
6.50800000000163,Vehicle speed,69.59357353,mph
6.598000000005413,Vehicle acceleration,0.771022388,m/s²
6.598000000005413,Vehicle speed,69.59357353,mph
6.688000000001921,Vehicle acceleration,0.753077149,m/s²
6.688000000001921,Vehicle speed,69.59357353,mph
6.777000000001863,Vehicle speed,69.59357353,mph
6.860000000000582,Vehicle speed,69.59357353,mph
6.958000000005995,Vehicle speed,69.59357353,mph
7.047000000005937,Vehicle speed,69.59357353,mph
7.129000000000815,Vehicle speed,69.59357353,mph
7.228000000002794,Vehicle speed,69.59357353,mph
7.3180000000065775,Vehicle speed,69.59357353,mph
7.400000000001455,Vehicle speed,69.59357353,mph
7.499000000003434,Vehicle speed,69.59357353,mph
7.586999999999534,Vehicle speed,69.59357353,mph
7.67000000000553,Vehicle speed,69.59357353,mph
7.769000000000233,Vehicle speed,69.59357353,mph
7.858000000000175,Vehicle speed,69.59357353,mph
7.939000000005763,Vehicle speed,69.59357353,mph
8.02900000000227,Vehicle speed,69.59357353,mph
8.158000000003085,Vehicle speed,69.59357353,mph
8.247000000003027,Vehicle speed,69.59357353,mph
8.330000000001746,Vehicle speed,69.59357353,mph
8.427999999999884,Vehicle speed,69.59357353,mph
8.518000000003667,Vehicle speed,69.59357353,mph
8.610000000000582,Vehicle acceleration,-0.765770617,m/s²
8.610000000000582,Vehicle speed,68.97220234,mph
8.698000000003958,Vehicle acceleration,-0.75675839,m/s²
8.698000000003958,Vehicle speed,68.97220234,mph
8.789000000004307,Vehicle acceleration,-0.769638725,m/s²
8.789000000004307,Vehicle speed,68.97220234,mph
8.87000000000262,Vehicle acceleration,-0.78793243,m/s²
8.87000000000262,Vehicle speed,68.97220234,mph
8.967000000004191,Vehicle speed,68.97220234,mph
9.059000000001106,Vehicle speed,68.97220234,mph
9.14900000000489,Vehicle speed,68.97220234,mph
9.238000000004831,Vehicle speed,68.97220234,mph
9.324000000000524,Vehicle speed,68.97220234,mph
9.418000000005122,Vehicle acceleration,-0.773433679,m/s²
9.418000000005122,Vehicle speed,68.35083115,mph
9.507000000005064,Vehicle acceleration,-0.774180378,m/s²
9.507000000005064,Vehicle speed,68.35083115,mph
9.598000000005413,Vehicle acceleration,-0.770917751,m/s²
9.598000000005413,Vehicle speed,68.35083115,mph
9.689000000005763,Vehicle acceleration,-0.760519105,m/s²
9.689000000005763,Vehicle speed,68.35083115,mph
9.778000000005704,Vehicle speed,68.35083115,mph
9.868000000002212,Vehicle speed,68.35083115,mph
9.959000000002561,Vehicle speed,68.35083115,mph
10.048000000002503,Vehicle speed,68.35083115,mph
10.138000000006286,Vehicle acceleration,-0.772532191,m/s²
10.138000000006286,Vehicle speed,67.72945995,mph
10.22899999999936,Vehicle acceleration,-0.769640218,m/s²
10.22899999999936,Vehicle speed,67.72945995,mph
10.318000000006577,Vehicle acceleration,-0.773624959,m/s²
10.318000000006577,Vehicle speed,67.72945995,mph
10.40700000000652,Vehicle acceleration,-0.771838419,m/s²
10.40700000000652,Vehicle speed,67.72945995,mph
10.489000000001397,Vehicle speed,67.72945995,mph
10.588000000003376,Vehicle speed,67.72945995,mph
10.677999999999884,Vehicle speed,67.72945995,mph
10.769000000000233,Vehicle speed,67.72945995,mph
10.858000000000175,Vehicle speed,67.72945995,mph
10.948000000003958,Vehicle acceleration,-0.771443792,m/s²
10.948000000003958,Vehicle speed,67.10808876,mph
11.039000000004307,Vehicle acceleration,-0.769161355,m/s²
11.039000000004307,Vehicle speed,67.10808876,mph
11.12800000000425,Vehicle acceleration,-0.774873397,m/s²
11.12800000000425,Vehicle speed,67.10808876,mph
11.218000000000757,Vehicle acceleration,-0.770179464,m/s²
11.218000000000757,Vehicle speed,67.10808876,mph
11.309000000001106,Vehicle speed,67.10808876,mph
11.397000000004482,Vehicle speed,67.10808876,mph
11.488000000004831,Vehicle speed,67.10808876,mph
11.57900000000518,Vehicle speed,67.10808876,mph
11.668000000005122,Vehicle speed,67.10808876,mph
11.75800000000163,Vehicle speed,67.10808876,mph
11.848000000005413,Vehicle speed,67.10808876,mph
11.93800000000192,Vehicle speed,67.10808876,mph
12.028000000005704,Vehicle speed,67.10808876,mph
12.118000000002212,Vehicle speed,67.10808876,mph
12.207000000002154,Vehicle speed,67.10808876,mph
12.298000000002503,Vehicle speed,67.10808876,mph
12.381000000001222,Vehicle speed,67.10808876,mph
12.478000000002794,Vehicle speed,67.10808876,mph
12.561000000001513,Vehicle speed,67.10808876,mph
